,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO,data_registro,ID_CONTROLE
183.0,CVLI,Homicídio,28/01/2012,11:00,Pilar,Chã do Pilar,Masculino,NI,32.0,PAF,Via Pública,2012-01-28 11:00:00,
184.0,CVLI,Homicídio,28/01/2012,12:40,Maceió,Jacintinho,Masculino,NI,24.0,PAF,Via Pública,2012-01-28 12:40:00,
185.0,CVLI,Homicídio,28/01/2012,13:00,Maceió,Pitanguinha,Masculino,NI,27.0,PAF,Estabelecimento Comercial,2012-01-28 13:00:00,
186.0,CVLI,Homicídio,28/01/2012,14:50,Maceió,Santos Dumont,Masculino,Parda,15.0,PAF,Via Pública,2012-01-28 14:50:00,
187.0,CVLI,Homicídio,28/01/2012,15:10,Maceió,Cruz das Almas,Masculino,NI,22.0,PAF,Via Pública,2012-01-28 15:10:00,
8986.0,CVLI,Homicídio,01/06/2014,03:00,Maceió,Vergel do Lago,Masculino,Parda,16.0,PAF,Via Pública,2014-06-01 03:00:00,
189.0,CVLI,Homicídio,28/01/2012,20:00,Maceió,Petrópolis,Masculino,NI,25.0,PAF,Via Pública,2012-01-28 20:00:00,
190.0,CVLI,Homicídio,28/01/2012,20:00,Maceió,Petrópolis,Masculino,NI,24.0,PAF,Próximo de Casa,2012-01-28 20:00:00,
8992.0,CVLI,Homicídio,01/06/2014,18:46,Maceió,Benedito Bentes,Masculino,Parda,43.0,PAF,Imediações de Casa,2014-06-01 18:46:00,
192.0,CVLI,Homicídio,28/01/2012,22:00,Maceió,Cidade Universitária,Masculino,NI,35.0,PAF,Via Pública,2012-01-28 22:00:00,
193.0,CVLI,Homicídio,28/01/2012,23:00,Maceió,Tabuleiro do Martins,Masculino,NI,20.0,PAF,Via Pública,2012-01-28 23:00:00,
194.0,CVLI,Homicídio,28/01/2012,21:20,Maceió,Trapiche da Barra,Masculino,Parda,19.0,PAF,Imediações de Casa,2012-01-28 21:20:00,
195.0,CVLI,Homicídio,28/01/2012,17:40,Coruripe,Zona Rural,Masculino,Parda,43.0,PAF,Via Pública,2012-01-28 17:40:00,
197.0,CVLI,Homicídio,29/01/2012,01:00,Junqueiro,Zona Rural,Masculino,Parda,19.0,PAF,Dentro de Casa,2012-01-29 01:00:00,
8993.0,CVLI,Homicídio,01/06/2014,19:30,Maceió,Benedito Bentes,Masculino,Parda,24.0,PAF,Bar,2014-06-01 19:30:00,
5111.0,CVLI,Homicídio,01/07/2013,20:11,Maceió,Vergel do Lago,Masculino,Parda,21.0,PAF,Próximo de Casa,2013-07-01 20:11:00,
200.0,CVLI,Homicídio,29/01/2012,06:00,Santana do Ipanema,Centro,Masculino,Parda,16.0,PAF,,2012-01-29 06:00:00,
201.0,CVLI,Homicídio,29/01/2012,16:00,Pilar,Chã do Pilar,Masculino,NI,58.0,BRANCA,Dentro de Casa,2012-01-29 16:00:00,
202.0,CVLI,Lesão Corporal Seguida de Morte,29/01/2012,17:00,Delmiro Gouveia,Centro,Feminino,Parda,28.0,OUTROS,Dentro de Casa,2012-01-29 17:00:00,
203.0,CVLI,Homicídio,29/01/2012,18:15,São Luís do Quitunde,Zona Rural,Masculino,Parda,36.0,BRANCA,Via Pública,2012-01-29 18:15:00,
204.0,CVLI,Homicídio,29/01/2012,21:00,Maceió,Petrópolis,Masculino,NI,19.0,PAF,Via Pública,2012-01-29 21:00:00,
205.0,CVLI,Homicídio,27/01/2012,18:30,Joaquim Gomes,Centro,Masculino,NI,20.0,PAF,Via Pública,2012-01-27 18:30:00,
206.0,CVLI,Homicídio,30/01/2012,02:30,Maceió,Santos Dumont,Masculino,Branca,33.0,PAF,Bar,2012-01-30 02:30:00,
209.0,CVLI,Homicídio,30/01/2012,11:20,Colônia Leopoldina,Zona Rural,Masculino,NI,29.0,BRANCA,Via Pública,2012-01-30 11:20:00,
210.0,CVLI,Homicídio,30/01/2012,14:00,Piranhas,Zona Rural,Masculino,Parda,19.0,PAF,Dentro de Casa,2012-01-30 14:00:00,
211.0,CVLI,Homicídio,30/01/2012,18:30,São Miguel dos Campos,Centro,Masculino,NI,17.0,BRANCA,Local Público,2012-01-30 18:30:00,
212.0,CVLI,Homicídio,31/01/2012,01:00,Atalaia,Centro,Masculino,NI,20.0,PAF/B,Via Pública,2012-01-31 01:00:00,
213.0,CVLI,Homicídio,31/01/2012,01:30,Arapiraca,Sítio Pau d Arco,Masculino,Parda,54.0,BRANCA,Via Pública,2012-01-31 01:30:00,
26224.0,CVLI,Homicídio,01/07/2018,00:00,Maceió,Benedito Bentes,Masculino,Parda,41.0,PAF,Dentro de Casa,2018-07-01 00:00:00,
215.0,CVLI,Homicídio,31/01/2012,13:30,Satuba,Centro,Masculino,Parda,62.0,BRANCA,Bar,2012-01-31 13:30:00,
216.0,CVLI,Homicídio,31/01/2012,14:20,Atalaia,Centro,Masculino,Parda,19.0,PAF,Via Pública,2012-01-31 14:20:00,
217.0,CVLI,Homicídio,31/01/2012,21:10,Rio Largo,Centro,Masculino,NI,52.0,PAF,Dentro de Casa,2012-01-31 21:10:00,
218.0,CVLI,Homicídio,31/01/2012,21:40,Rio Largo,Centro,Masculino,Parda,17.0,PAF,Via Pública,2012-01-31 21:40:00,
220.0,CVLI,Homicídio,01/02/2012,02:30,Maceió,Chã de Bebedouro,Masculino,NI,21.0,PAF,Riacho,2012-02-01 02:30:00,
221.0,CVLI,Homicídio,01/02/2012,12:30,Palmeira dos Índios,Vila Maria,Masculino,Parda,21.0,PAF,Imediações de Casa,2012-02-01 12:30:00,
222.0,CVLI,Homicídio,01/02/2012,21:15,Maceió,Cidade Universitária,Masculino,NI,18.0,PAF/B,Via Pública,2012-02-01 21:15:00,
223.0,CVLI,Homicídio,01/02/2012,20:30,Arapiraca,Manoel Teles,Masculino,Parda,15.0,PAF,Porta de Casa,2012-02-01 20:30:00,
224.0,CVLI,Homicídio,02/02/2012,22:00,Maceió,Prado,Masculino,Parda,33.0,BRANCA,Via Pública,2012-02-02 22:00:00,
225.0,CVLI,Roubo com Resultado Morte,02/02/2012,16:00,Maceió,Jardim Petrópolis,Feminino,Parda,25.0,PAF,Próximo de Casa,2012-02-02 16:00:00,
226.0,CVLI,Homicídio,02/02/2012,05:30,Arapiraca,Zona Rural Leste,Masculino,Branca,70.0,PAF,Via Pública,2012-02-02 05:30:00,
227.0,CVLI,Homicídio,02/02/2012,18:00,Paripueira,Zona Rural,Masculino,Parda,19.0,NI,Vegetação,2012-02-02 18:00:00,
228.0,CVLI,Homicídio,02/02/2012,20:30,Maceió,Cidade Universitária,Feminino,Parda,29.0,PAF,Via Pública,2012-02-02 20:30:00,
229.0,CVLI,Roubo com Resultado Morte,02/02/2012,15:00,Mata Grande,Zona Rural,Masculino,Parda,45.0,PAF,Via Pública,2012-02-02 15:00:00,
230.0,CVLI,Homicídio,03/02/2012,18:15,Maceió,Jacintinho,Masculino,NI,26.0,PAF,Via Pública,2012-02-03 18:15:00,
231.0,CVLI,Homicídio,03/02/2012,15:10,Rio Largo,Tabuleiro do Pinto,Masculino,NI,28.0,PAF,Bar,2012-02-03 15:10:00,
232.0,CVLI,Homicídio,03/02/2012,21:00,Pilar,Chã do Pilar,Masculino,NI,37.0,PAF,Via Pública,2012-02-03 21:00:00,
233.0,CVLI,Homicídio,03/02/2012,23:45,São Miguel dos Campos,Centro,Masculino,NI,22.0,PAF,Bar,2012-02-03 23:45:00,
234.0,CVLI,Homicídio,03/02/2012,17:45,Maceió,Jaraguá,Masculino,Branca,26.0,PAF,Local de Trabalho,2012-02-03 17:45:00,
235.0,CVLI,Homicídio,02/02/2012,06:30,São Sebastião,Zona Rural,Feminino,Preta,32.0,PAF,Plantação,2012-02-02 06:30:00,
39202.0,CVLI,Homicídio,01/07/2020,19:39,Maceió,Benedito Bentes,Feminino,Parda,19.0,ESPANCAMENTO,Imediações de Casa,2020-07-01 19:39:00,
237.0,CVLI,Homicídio,04/02/2012,04:00,União dos Palmares,Centro,Masculino,Parda,34.0,PAF,Via Pública,2012-02-04 04:00:00,
238.0,CVLI,Homicídio,04/02/2012,22:50,Maceió,Barro Duro,Masculino,Parda,31.0,PAF,Próximo de Casa,2012-02-04 22:50:00,
239.0,CVLI,Homicídio,05/02/2012,04:00,São Miguel dos Campos,Centro,Masculino,NI,17.0,PAF,Via Pública,2012-02-05 04:00:00,
240.0,CVLI,Homicídio,05/02/2012,16:00,São José da Tapera,Zona Rural,Masculino,Parda,42.0,ASFIXIA MECÂNICA,Via Pública,2012-02-05 16:00:00,
241.0,CVLI,Homicídio,05/02/2012,03:00,Porto de Pedras,Zona Rural,Masculino,Parda,19.0,PAF,Margem de Rio,2012-02-05 03:00:00,
49316.0,CVLI,Roubo com Resultado Morte,01/07/2022,06:32,Maceió,Benedito Bentes,Masculino,Parda,41.0,PAF,Imediações de Casa,2022-07-01 06:32:00,
243.0,CVLI,Homicídio,05/02/2012,03:10,Maceió,Tabuleiro do Martins,Masculino,NI,16.0,PAF,Via Pública,2012-02-05 03:10:00,
13596.0,CVLI,Homicídio,01/08/2015,10:30,Maceió,Benedito Bentes,Masculino,Parda,22.0,PAF,Imediações de Casa,2015-08-01 10:30:00,
5735.0,CVLI,Homicídio,01/09/2013,17:15,Maceió,Vergel do Lago,Masculino,Parda,47.0,PAF,Imediações de Casa,2013-09-01 17:15:00,
246.0,CVLI,Homicídio,05/02/2012,04:00,São Miguel dos Campos,Centro,Masculino,Branca,19.0,PAF,Via Pública,2012-02-05 04:00:00,
247.0,CVLI,Homicídio,05/02/2012,15:15,Maceió,Ponta Grossa,Masculino,Parda,29.0,PAF,Via Pública,2012-02-05 15:15:00,
248.0,CVLI,Homicídio,05/02/2012,01:15,Atalaia,Zona Rural,Feminino,NI,23.0,BRANCA,Próximo de Casa,2012-02-05 01:15:00,
249.0,CVLI,Homicídio,05/02/2012,10:00,Teotônio Vilela,Zona Rural,Masculino,NI,,PAF,Vegetação,2012-02-05 10:00:00,
250.0,CVLI,Homicídio,05/02/2012,18:20,Maceió,Cidade Universitária,Masculino,NI,22.0,PAF,Via Pública,2012-02-05 18:20:00,
251.0,CVLI,Homicídio,05/02/2012,01:00,Marechal Deodoro,Centro,Masculino,Parda,36.0,PAF,Via Pública,2012-02-05 01:00:00,
252.0,CVLI,Homicídio,05/02/2012,04:13,Marechal Deodoro,Zona Rural,Masculino,NI,30.0,PAF,Via Pública,2012-02-05 04:13:00,
253.0,CVLI,Homicídio,06/02/2012,05:00,Água Branca,Zona Rural,Masculino,Parda,26.0,BRANCA,Via Pública,2012-02-06 05:00:00,
254.0,CVLI,Homicídio,06/02/2012,18:00,São Miguel dos Campos,Centro,Masculino,NI,28.0,PAF,Terreno Baldio,2012-02-06 18:00:00,
255.0,CVLI,Homicídio,05/02/2012,23:30,Inhapi,Zona Rural,Masculino,Preta,19.0,PAF,Via Pública,2012-02-05 23:30:00,
256.0,CVLI,Homicídio,06/02/2012,11:50,Santana do Ipanema,Centro,Masculino,Parda,27.0,PAF,Via Pública,2012-02-06 11:50:00,
257.0,CVLI,Homicídio,06/02/2012,22:00,Canapi,Zona Rural,Masculino,Parda,48.0,PAF,Casa de Amigo,2012-02-06 22:00:00,
5781.0,CVLI,Homicídio,01/09/2013,00:30,Maceió,Benedito Bentes,Masculino,Parda,22.0,BRANCA,Imediações de Casa,2013-09-01 00:30:00,
259.0,CVLI,Lesão Corporal Seguida de Morte,07/02/2012,14:00,Matriz de Camaragibe,Centro,Masculino,Parda,70.0,QUEIMADURA,Dentro de Casa,2012-02-07 14:00:00,
260.0,CVLI,Lesão Corporal Seguida de Morte,07/02/2012,14:00,Matriz de Camaragibe,Centro,Masculino,Parda,50.0,QUEIMADURA,Dentro de Casa,2012-02-07 14:00:00,
261.0,CVLI,Homicídio,07/02/2012,19:20,São Miguel dos Campos,Centro,Feminino,Parda,12.0,PAF,Via Pública,2012-02-07 19:20:00,
262.0,CVLI,Roubo com Resultado Morte,07/02/2012,20:00,São Miguel dos Campos,Centro,Masculino,Parda,34.0,PAF,Via Pública,2012-02-07 20:00:00,
263.0,CVLI,Homicídio,07/02/2012,21:00,Palmeira dos Índios,Centro,Feminino,Parda,18.0,PAF,Dentro de Casa,2012-02-07 21:00:00,
264.0,CVLI,Homicídio,07/02/2012,07:00,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,27.0,PAF,Via Pública,2012-02-07 07:00:00,
265.0,CVLI,Homicídio,07/02/2012,23:20,Maceió,Cidade Universitária,Masculino,NI,20.0,PAF,Bar,2012-02-07 23:20:00,
266.0,CVLI,Homicídio,07/02/2012,17:00,Major Isidoro,Zona Rural,Masculino,Parda,20.0,ESPANCAMENTO,Dentro de Casa,2012-02-07 17:00:00,
267.0,CVLI,Homicídio,07/02/2012,05:50,Maceió,Pajuçara,Masculino,Parda,,ESPANCAMENTO,Via Pública,2012-02-07 05:50:00,
268.0,CVLI,Homicídio,07/02/2012,23:20,Maceió,Cidade Universitária,Masculino,NI,41.0,PAF,Bar,2012-02-07 23:20:00,
269.0,CVLI,Roubo com Resultado Morte,07/02/2012,21:40,São Luís do Quitunde,Centro,Feminino,NI,44.0,BRANCA,Dentro de Casa,2012-02-07 21:40:00,
270.0,CVLI,Homicídio,07/02/2012,19:00,São Sebastião,Bairro não Informado,Masculino,NI,54.0,ESPANCAMENTO,,2012-02-07 19:00:00,
9869.0,CVLI,Homicídio,01/09/2014,18:47,Maceió,Benedito Bentes,Masculino,Branca,58.0,PAF,Imediações de Casa,2014-09-01 18:47:00,
272.0,CVLI,Homicídio,08/02/2012,21:00,Traipu,Zona Rural,Masculino,Parda,47.0,BRANCA,Vegetação,2012-02-08 21:00:00,
273.0,CVLI,Homicídio,08/02/2012,20:50,Maceió,Cidade Universitária,Masculino,NI,40.0,ESPANCAMENTO,Via Pública,2012-02-08 20:50:00,
274.0,CVLI,Homicídio,08/02/2012,02:30,Arapiraca,Ouro Preto,Masculino,Parda,24.0,PAF,Bar,2012-02-08 02:30:00,
275.0,CVLI,Homicídio,08/02/2012,16:30,Maceió,Antares,Masculino,NI,43.0,PAF/B,Via Pública,2012-02-08 16:30:00,
276.0,CVLI,Homicídio,09/02/2012,20:40,Penedo,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-02-09 20:40:00,
277.0,CVLI,Homicídio,09/02/2012,21:30,Maceió,Santos Dumont,Masculino,NI,25.0,PAF,Via Pública,2012-02-09 21:30:00,
278.0,CVLI,Homicídio,09/02/2012,20:00,Maceió,Jacintinho,Masculino,Parda,28.0,PAF,Imediações de Casa,2012-02-09 20:00:00,
279.0,CVLI,Homicídio,09/02/2012,19:30,Messias,Centro,Masculino,Parda,25.0,PAF,Via Pública,2012-02-09 19:30:00,
280.0,CVLI,Homicídio,09/02/2012,22:50,Maceió,Santa Amélia,Masculino,NI,19.0,PAF,Via Pública,2012-02-09 22:50:00,
281.0,CVLI,Homicídio,08/02/2012,08:00,Flexeiras,Zona Rural,Masculino,Branca,66.0,ESPANCAMENTO,Imediações de Casa,2012-02-08 08:00:00,
282.0,CVLI,Homicídio,10/02/2012,20:00,São Miguel dos Campos,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-02-10 20:00:00,
283.0,CVLI,Homicídio,10/02/2012,19:30,Maceió,Jacintinho,Masculino,NI,19.0,PAF,Próximo de Casa,2012-02-10 19:30:00,
284.0,CVLI,Homicídio,12/02/2012,18:30,Cajueiro,Centro,Feminino,Parda,29.0,BRANCA,Dentro de Casa,2012-02-12 18:30:00,
285.0,CVLI,Homicídio,11/02/2012,22:10,Maceió,Santos Dumont,Masculino,NI,22.0,PAF,Via Pública,2012-02-11 22:10:00,
286.0,CVLI,Homicídio,10/02/2012,22:55,Coruripe,Zona Rural,Masculino,Parda,25.0,PAF,Quintal de Casa,2012-02-10 22:55:00,
287.0,CVLI,Homicídio,11/02/2012,01:50,Maceió,Jacintinho,Masculino,NI,18.0,PAF,Via Pública,2012-02-11 01:50:00,
288.0,CVLI,Homicídio,10/02/2012,19:00,Atalaia,Zona Rural,Masculino,Parda,19.0,PAF,Via Pública,2012-02-10 19:00:00,
289.0,CVLI,Homicídio,12/02/2012,21:30,Cajueiro,Zona Rural,Masculino,NI,27.0,PAF,Via Pública,2012-02-12 21:30:00,
290.0,CVLI,Homicídio,12/02/2012,02:10,Maceió,Riacho Doce,Masculino,NI,24.0,PAF,Via Pública,2012-02-12 02:10:00,
291.0,CVLI,Homicídio,12/02/2012,20:00,União dos Palmares,Centro,Masculino,Parda,44.0,PAF,Estabelecimento Comercial,2012-02-12 20:00:00,
292.0,CVLI,Homicídio,12/02/2012,18:30,Rio Largo,Tabuleiro do Pinto,Masculino,NI,28.0,PAF,Próximo de Casa,2012-02-12 18:30:00,
293.0,CVLI,Homicídio,12/02/2012,18:30,Maceió,Clima Bom,Masculino,Branca,25.0,PAF,Via Pública,2012-02-12 18:30:00,
294.0,CVLI,Homicídio,12/02/2012,03:00,Maceió,Trapiche da Barra,Masculino,NI,24.0,PAF,Porta de Casa,2012-02-12 03:00:00,
295.0,CVLI,Homicídio,12/02/2012,02:00,Satuba,Centro,Masculino,NI,22.0,BRANCA,Via Pública,2012-02-12 02:00:00,
296.0,CVLI,Homicídio,12/02/2012,22:00,São Miguel dos Campos,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-02-12 22:00:00,
297.0,CVLI,Homicídio,12/02/2012,05:30,Maceió,Ponta Grossa,Masculino,NI,22.0,PAF,Via Pública,2012-02-12 05:30:00,
298.0,CVLI,Homicídio,12/02/2012,05:30,Maceió,Feitosa,Masculino,NI,39.0,BRANCA,Via Pública,2012-02-12 05:30:00,
299.0,CVLI,Homicídio,12/02/2012,16:00,Maceió,Clima Bom,Masculino,NI,33.0,PAF,Via Pública,2012-02-12 16:00:00,
300.0,CVLI,Roubo com Resultado Morte,12/02/2012,02:30,Marechal Deodoro,Centro,Masculino,NI,34.0,PAF,Via Pública,2012-02-12 02:30:00,
301.0,CVLI,Homicídio,12/02/2012,22:40,Maceió,Jacintinho,Masculino,Branca,23.0,PAF,Bloco Carnavalesco,2012-02-12 22:40:00,
302.0,CVLI,Homicídio,12/02/2012,13:40,Maceió,Jacintinho,Masculino,Branca,62.0,PAF,Dentro de Casa,2012-02-12 13:40:00,
304.0,CVLI,Homicídio,12/02/2012,13:40,Maceió,Jacintinho,Masculino,Parda,32.0,PAF,Dentro de Casa,2012-02-12 13:40:00,
305.0,CVLI,Homicídio,13/02/2012,20:50,Pilar,Chã do Pilar,Masculino,Branca,20.0,PAF,Via Pública,2012-02-13 20:50:00,
306.0,CVLI,Homicídio,13/02/2012,07:00,Satuba,Zona Rural,Masculino,NI,17.0,PAF,Dentro de Casa,2012-02-13 07:00:00,
9892.0,CVLI,Homicídio,01/09/2014,18:47,Maceió,Benedito Bentes,Masculino,Parda,42.0,PAF,Imediações de Casa,2014-09-01 18:47:00,
17520.0,CVLI,Homicídio,01/09/2016,22:30,Maceió,Benedito Bentes,Masculino,Parda,16.0,PAF,Próximo de Casa,2016-09-01 22:30:00,
309.0,CVLI,Homicídio,14/02/2012,09:00,União dos Palmares,Roberto Correia de Araújo,Masculino,Parda,31.0,PAF,Via Pública,2012-02-14 09:00:00,
310.0,CVLI,Homicídio,14/02/2012,14:20,Maceió,Farol,Masculino,NI,19.0,PAF,Bar,2012-02-14 14:20:00,
311.0,CVLI,Roubo com Resultado Morte,14/02/2012,14:40,Maceió,Pinheiro,Masculino,Parda,48.0,PAF,Via Pública,2012-02-14 14:40:00,
313.0,CVLI,Homicídio,14/02/2012,07:20,Maceió,Bebedouro,Masculino,Parda,22.0,PAF,Próximo de Casa,2012-02-14 07:20:00,
314.0,CVLI,Homicídio,14/02/2012,19:00,São Miguel dos Campos,Zona Rural,Masculino,Parda,28.0,BRANCA,Próximo de Casa,2012-02-14 19:00:00,
315.0,CVLI,Homicídio,14/02/2012,01:00,Barra de Santo Antônio,Zona Rural,Masculino,Parda,17.0,PAF,Estrada Vicinal,2012-02-14 01:00:00,
316.0,CVLI,Homicídio,15/02/2012,11:00,Viçosa,Zona Rural,Masculino,NI,25.0,ESPANCAMENTO,Local Público,2012-02-15 11:00:00,
317.0,CVLI,Homicídio,15/02/2012,19:15,Palmeira dos Índios,Centro,Masculino,Parda,26.0,PAF,Via Pública,2012-02-15 19:15:00,
318.0,CVLI,Homicídio,15/02/2012,10:00,Maceió,Santo Amaro,Masculino,Parda,25.0,PAF,Vegetação,2012-02-15 10:00:00,
319.0,CVLI,Roubo com Resultado Morte,16/02/2012,13:50,Maceió,Pescaria,Masculino,NI,38.0,PAF,Via Pública,2012-02-16 13:50:00,
320.0,CVLI,Homicídio,16/02/2012,21:00,Maceió,Cidade Universitária,Masculino,NI,17.0,ESPANCAMENTO,Via Pública,2012-02-16 21:00:00,
321.0,CVLI,Homicídio,16/02/2012,16:15,Palmeira dos Índios,Zona Rural,Masculino,Parda,23.0,PAF,Via Pública,2012-02-16 16:15:00,
322.0,CVLI,Homicídio,16/02/2012,00:55,São Miguel dos Campos,Centro,Masculino,NI,21.0,PAF,Via Pública,2012-02-16 00:55:00,
323.0,CVLI,Homicídio,16/02/2012,19:00,Maceió,Tabuleiro do Martins,Masculino,NI,21.0,PAF,Bar,2012-02-16 19:00:00,
324.0,CVLI,Roubo com Resultado Morte,17/02/2012,23:00,Maceió,Bebedouro,Masculino,NI,80.0,BRANCA,Dentro de Casa,2012-02-17 23:00:00,
325.0,CVLI,Homicídio,16/02/2012,22:00,Rio Largo,Mata do Rolo,Masculino,NI,18.0,PAF,Próximo de Casa,2012-02-16 22:00:00,
326.0,CVLI,Homicídio,18/02/2012,09:15,Maceió,Cidade Universitária,Masculino,NI,19.0,PAF,Via Pública,2012-02-18 09:15:00,
327.0,CVLI,Homicídio,18/02/2012,13:38,Maceió,Trapiche da Barra,Masculino,Parda,49.0,PAF,Próximo de Casa,2012-02-18 13:38:00,
328.0,CVLI,Homicídio,18/02/2012,03:30,União dos Palmares,Centro,Masculino,Parda,22.0,PAF,Via Pública,2012-02-18 03:30:00,
329.0,CVLI,Homicídio,18/02/2012,02:10,Rio Largo,Centro,Masculino,NI,25.0,PAF,Via Pública,2012-02-18 02:10:00,
330.0,CVLI,Homicídio,18/02/2012,20:30,Murici,Centro,Masculino,NI,49.0,PAF,Dentro de Casa,2012-02-18 20:30:00,
331.0,CVLI,Homicídio,17/02/2012,15:45,São Miguel dos Milagres,Zona Rural,Masculino,NI,21.0,PAF,Via Pública,2012-02-17 15:45:00,
332.0,CVLI,Homicídio,19/02/2012,01:30,Atalaia,Zona Rural,Masculino,NI,34.0,BRANCA,Via Pública,2012-02-19 01:30:00,
333.0,CVLI,Homicídio,19/02/2012,19:30,Barra de Santo Antônio,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-02-19 19:30:00,
334.0,CVLI,Homicídio,16/02/2012,19:45,São Miguel dos Campos,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-02-16 19:45:00,
335.0,CVLI,Homicídio,19/02/2012,03:30,Jequiá da Praia,Centro,Masculino,Parda,39.0,ESPANCAMENTO,Próximo de Casa,2012-02-19 03:30:00,
336.0,CVLI,Homicídio,19/02/2012,02:00,Maceió,Antares,Masculino,NI,18.0,PAF,,2012-02-19 02:00:00,
337.0,CVLI,Homicídio,19/02/2012,01:00,Coruripe,Centro,Masculino,Parda,21.0,PAF,Via Pública,2012-02-19 01:00:00,
338.0,CVLI,Homicídio,19/02/2012,18:30,União dos Palmares,Sagrada Família,Masculino,Parda,19.0,PAF,Via Pública,2012-02-19 18:30:00,
339.0,CVLI,Homicídio,19/02/2012,15:30,Rio Largo,Tabuleiro do Pinto,Masculino,NI,17.0,PAF,Via Pública,2012-02-19 15:30:00,
340.0,CVLI,Homicídio,19/02/2012,07:00,Marechal Deodoro,Massagueira,Masculino,Parda,17.0,BRANCA,Próximo de Casa,2012-02-19 07:00:00,
341.0,CVLI,Homicídio,19/02/2012,03:00,Boca da Mata,Centro,Masculino,NI,18.0,BRANCA,Via Pública,2012-02-19 03:00:00,
342.0,CVLI,Homicídio,20/02/2012,23:00,União dos Palmares,Centro,Masculino,Parda,43.0,PAF,Via Pública,2012-02-20 23:00:00,
343.0,CVLI,Homicídio,19/02/2012,19:00,Igaci,Zona Rural,Masculino,NI,75.0,ESPANCAMENTO,Próximo de Casa,2012-02-19 19:00:00,
344.0,CVLI,Homicídio,20/02/2012,01:00,Capela,Zona Rural,Feminino,NI,41.0,PAF,Vegetação,2012-02-20 01:00:00,
345.0,CVLI,Homicídio,20/02/2012,19:15,Murici,Centro,Masculino,NI,17.0,PAF,Via Pública,2012-02-20 19:15:00,
346.0,CVLI,Homicídio,20/02/2012,19:40,Maceió,Jacintinho,Feminino,Parda,11.0,PAF,Próximo de Casa,2012-02-20 19:40:00,
347.0,CVLI,Homicídio,20/02/2012,03:45,Junqueiro,Zona Rural,Masculino,Parda,16.0,PAF/B,Via Pública,2012-02-20 03:45:00,
348.0,CVLI,Homicídio,20/02/2012,04:30,Rio Largo,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-02-20 04:30:00,
349.0,CVLI,Homicídio,21/02/2012,17:58,Murici,Centro,Masculino,Parda,18.0,PAF,Via Pública,2012-02-21 17:58:00,
350.0,CVLI,Homicídio,20/02/2012,17:00,Maceió,Levada,Masculino,NI,19.0,PAF,Via Pública,2012-02-20 17:00:00,
351.0,CVLI,Homicídio,20/02/2012,02:00,Maceió,Feitosa,Masculino,NI,27.0,PAF,Próximo de Casa,2012-02-20 02:00:00,
352.0,CVLI,Homicídio,20/02/2012,15:10,Palmeira dos Índios,Centro,Masculino,NI,33.0,PAF,Via Pública,2012-02-20 15:10:00,
353.0,CVLI,Roubo com Resultado Morte,21/02/2012,16:00,Inhapi,Zona Rural,Masculino,Parda,50.0,PAF,Via Pública,2012-02-21 16:00:00,
354.0,CVLI,Homicídio,21/02/2012,16:20,Murici,Centro,Masculino,NI,19.0,PAF,Bloco Carnavalesco,2012-02-21 16:20:00,
355.0,CVLI,Homicídio,21/02/2012,21:30,União dos Palmares,Centro,Masculino,NI,17.0,PAF,Próximo de Casa,2012-02-21 21:30:00,
356.0,CVLI,Homicídio,17/02/2012,20:30,Rio Largo,Zona Rural,Masculino,NI,27.0,BRANCA,Local de Trabalho,2012-02-17 20:30:00,
357.0,CVLI,Homicídio,21/02/2012,19:10,Rio Largo,Centro,Masculino,NI,27.0,PAF,Próximo de Casa,2012-02-21 19:10:00,
358.0,CVLI,Homicídio,20/02/2012,21:00,Boca da Mata,Centro,Masculino,Parda,20.0,PAF,Próximo de Casa,2012-02-20 21:00:00,
359.0,CVLI,Homicídio,21/02/2012,10:20,Maceió,Bom Parto,Masculino,NI,25.0,PAF,Via Pública,2012-02-21 10:20:00,
360.0,CVLI,Homicídio,21/02/2012,15:30,Maceió,Jacintinho,Masculino,NI,28.0,PAF,Interior de Veículo,2012-02-21 15:30:00,
361.0,CVLI,Homicídio,22/02/2012,11:00,Murici,Centro,Masculino,NI,14.0,PAF,Próximo de Casa,2012-02-22 11:00:00,
362.0,CVLI,Homicídio,22/02/2012,07:00,Arapiraca,Sítio Mulungu,Masculino,Parda,25.0,ASFIXIA MECÂNICA,Estrada Vicinal,2012-02-22 07:00:00,
363.0,CVLI,Homicídio,23/02/2012,08:00,Barra de São Miguel,Bairro não Informado,Masculino,NI,26.0,PAF,Dentro de Casa,2012-02-23 08:00:00,
31155.0,CVLI,Homicídio,01/09/2019,19:20,Maceió,Vergel do Lago,Masculino,Parda,26.0,PAF,Imediações de Casa,2019-09-01 19:20:00,
